rownum	ibaq_test_1	ibaq_test_2	ibaq_test_3	ibaq_control_1	ibaq_control_2	ibaq_control_3	gene_names	std_error	diff_mean	t	p	mod_std_error	t_mod	p_mod	logFC	significant_ord	significant_mod	Description	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways
p_333	18.425984862452083	19.838337588708097	18.547591198428528	16.718800413397922	17.447233929675406	17.852828170589536	PAICS	290613.92340034037	383160.6666666666	1.3184525441296109	0.8897852559872029	373114.58468524745	1.0269249243899	0.7417262169269981	1.5976837119752823	FALSE	FALSE	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
p_336	19.65242078761537	18.881377884003417	19.30829828902621	17.718383479474557	17.69328048821576	16.69641971233875	FDXR	157246.28266547705	474128.22222222225	3.0151951078606687	1.7060997048643005	306430.7643178158	1.5472605150391443	1.0072049537551917	1.9113377602053063	TRUE	FALSE	ferredoxin reductase	Matrix	Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Vitamin metabolism > Vitamin D metabolism
p_338	20.96890463371952	18.560498282817502	20.713670389151645	18.391745650078562	18.856183348811566	19.920292272707073	UQCRC2	819148.4110410708	782662.2222222221	0.9554583902903776	0.7061381461666436	637381.8285056127	1.2279330649529652	0.8434698147815999	1.0249506780304856	FALSE	FALSE	ubiquinol-cytochrome c reductase core protein 2	MIM	Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits
p_340	19.55566197549144	18.62819512962913	18.896209201563483	17.299431633100266	17.978470272926877	15.583934825084562	FECH	189094.24597362377	398336.66666666674	2.1065509667715094	1.2886573064636189	322354.7459718891	1.235709018229884	0.847440274577485	2.072743191857448	FALSE	FALSE	ferrochelatase	MIM	Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S-containing proteins
p_343	22.569889825834757	20.612358894674365	22.688969015619612	21.150598274543718	20.17009987808977	22.774131992593407	ME2	3690910.100200371	1303408.8888888895	0.353140242786767	0.4307384835699245	2073262.6730852628	0.6286752304999835	0.5500010723888045	0.592129196967278	FALSE	FALSE	malic enzyme 2	Matrix	Metabolism > Carbohydrate metabolism > TCA-associated
p_347	20.024783016124168	19.43683148524736	18.854652318240994	17.008691224693802	18.401792003019054	17.16429153460194	CPT2	278459.38451859046	541800	1.945705658068164	1.2091349358201484	367037.31524437247	1.4761441888797355	0.9707229855699733	1.9138306857659089	FALSE	FALSE	carnitine palmitoyltransferase 2	MIM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle
p_348	19.891671482648313	19.422866195949137	18.730957649003926	16.32801452258725	16.893641242256734	16.166516179537346	DTYMK	233863.07664463503	611030.888888889	2.612771958941499	1.5283621306794433	344739.1613073948	1.7724440895301967	1.1220284207762545	2.8857744610733462	TRUE	FALSE	deoxythymidylate kinase	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
p_352	23.87795642895805	22.589566955518755	23.60753512143505	22.26997425200899	22.27831777128914	23.15552150308857	ACAT1	4585135.621373581	5007200	1.0920505767940578	0.7744634278951806	2520375.4336718675	1.9866881469738595	1.229530158014479	0.7904149931750517	FALSE	FALSE	acetyl-CoA acetyltransferase 1	Matrix	Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism
p_365	18.545217141808216	17.61272214368752	17.27798051096488	16.256012069100727	16.60011617163401	16.016532649973207	IVD	104021.70088549366	165996.11111111112	1.5957834730450953	1.032055245913551	279818.4734278241	0.5932278490323759	0.5339146816349994	1.5210863019175598	FALSE	FALSE	isovaleryl-CoA dehydrogenase	Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism
p_368	18.853363371149072	17.92157559746307	18.95126858626275	17.69794718687714	17.881811011988162	18.707850022543422	AK4	158468.2124837835	115479.88888888888	0.7287258881695674	0.5964139442585854	307041.729226969	0.3761048675032856	0.4401312187167271	0.4795331111553871	FALSE	FALSE	adenylate kinase 4	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
p_380	21.520789226064533	20.54689163458699	21.67773842087631	20.140095401284878	18.647424462984155	20.473206643015335	LAP3	959196.83116339	1624563.333333333	1.6936704548564177	1.0820252591524557	707406.0385667722	2.296507585127138	1.3806021171054743	1.4948975914144889	FALSE	FALSE	leucine aminopeptidase 3	Matrix	Protein import, sorting and homeostasis > Protein homeostasis > Proteases
p_383	19.505242333464025	18.80074299796594	19.174338122503517	15.694684350366172	17.52648140910886	15.400679344507624	ALDH4A1	143111.3865792617	502449.3333333333	3.510896968740175	1.9091794060246081	299363.31627470814	1.6783931297456134	1.0742434947992123	2.952826116650275	TRUE	FALSE	aldehyde dehydrogenase 4 family member A1	Matrix	Metabolism > Amino acid metabolism > Proline metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism
p_384	18.488147417268763	19.27933474782857	18.266278704934713	17.069659543799823	17.477360378643873	16.27600320604361	PRDX6	155717.21659692755	306627.55555555556	1.969130724634373	1.2208032293630824	305666.23128354107	1.0031450130031627	0.7298420988534271	1.7369125805149146	FALSE	FALSE	peroxiredoxin 6	unknown	Metabolism > Lipid metabolism > Phospholipid metabolism | Metabolism > Detoxification > ROS and glutathione metabolism
p_386	22.146967917629	21.786894288161495	21.07062390407512	20.264737709794968	20.417099472882512	19.787942402785696	PRDX5	1084521.42856628	2299894.444444444	2.120653759220662	1.2955599615514113	770068.3372682172	2.9866108410627765	1.6938600507954455	1.5115688414674757	FALSE	TRUE	peroxiredoxin 5	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism
p_387	23.32064444168516	22.045402731592496	23.07692011795002	21.59278655997625	22.08905461656576	21.313516923575843	PRDX3	2879118.0506266924	4474144.444444444	1.5539982611934113	1.010658034579462	1667366.6482984235	2.6833596851720563	1.5603820012389864	1.149203063703272	FALSE	FALSE	peroxiredoxin 3	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism
p_389	22.352751735144217	20.355251790136943	22.05017226798157	21.270668508313392	20.66489485123528	22.25338153255346	ECHS1	2348980.869391376	616060	0.2622669294704056	0.3946580236619064	1402298.0576807654	0.43932172381304596	0.46653361259135984	0.1897436337201981	FALSE	FALSE	enoyl-CoA hydratase, short chain 1	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism
p_392	22.404195231407428	21.17686200133147	22.001087781366927	20.158481079383044	20.303147132371592	19.507437859970235	PPIF	1404291.0314382052	2969762.222222222	2.1147768914971556	1.2926849435385548	929953.1387041798	3.193453625373386	1.7811116022050357	1.8710263141269898	FALSE	TRUE	peptidylprolyl isomerase F	Matrix	Signaling > Calcium homeostasis > Mitochondrial permeability transition pore
p_393	21.30695151818492	20.533772989833544	20.60612051636611	19.22377940871031	19.715247600203217	17.738226432607416	ALDH1B1	590563.0179846272	1338947.7777777778	2.267239459638212	1.3665846093809515	523089.13197739085	2.559693359937079	1.504050546517117	1.92319719428788	TRUE	TRUE	aldehyde dehydrogenase 1 family member B1	Matrix	Metabolism > Detoxification > Xenobiotic metabolism
p_394	18.826067401160717	18.26463043891457	19.077009522694574	15.740307814252319	16.31996018905296	15.966152425484676	SDHA	104925.57178530039	377377.22222222225	3.596618210424574	1.9425853663380588	280270.40887772746	1.3464754403910661	0.9041559260606277	2.713762311326633	TRUE	FALSE	succinate dehydrogenase complex flavoprotein subunit A	MIM	OXPHOS > Complex II > CII subunits | Metabolism > Carbohydrate metabolism > TCA cycle | OXPHOS > OXPHOS subunits
p_397	19.38083094164406	17.34966998247232	18.42104710973377	16.654636028527968	17.655859104618028	16.531833247379957	UQCRC1	232646.38267365965	265415.8888888889	1.1408554297669697	0.7991544353859761	344130.8143219071	0.7712645245438944	0.6165598443879807	1.4364065511080675	FALSE	FALSE	ubiquinol-cytochrome c reductase core protein 1	MIM	Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits
p_405	22.299135615696343	21.843618368000904	22.583274937580114	21.192839204630175	22.32511318059787	21.814472812501986	PRDX2	1652767.0662491368	1289511.111111111	0.7802134598661776	0.6208267776892009	1054191.1561096457	1.2232232300922374	0.8410658442937785	0.4645345745157776	FALSE	FALSE	peroxiredoxin 2	unknown	Metabolism > Detoxification > ROS and glutathione metabolism
p_407	24.3400314239731	22.50758295371418	23.9030355760221	20.445498204746745	20.16716615857501	21.53031536180397	PYCR1	6751679.930840258	12417257.777777778	1.8391360231782241	1.1557142566961864	3603647.588405206	3.4457469752953935	1.8834601001231377	2.86922340952788	FALSE	TRUE	pyrroline-5-carboxylate reductase 1	Matrix	Metabolism > Amino acid metabolism > Proline metabolism
p_410	19.536400903706408	17.965263843761402	18.7759735063421	15.692860651849859	16.060695931687555	16.012391752250455	DUT	220570.59570684444	425922.44444444444	1.9310028296361346	1.201797092295383	338092.9208384995	1.2597792446766414	0.8597417325984296	2.837229972674015	FALSE	FALSE	deoxyuridine triphosphatase	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
p_414	24.76150272353922	23.391638461163712	24.464031058530278	22.142072042630435	22.173876663278953	22.158354822022105	SHMT2	7741600.221763658	16182688.888888888	2.09035450363287	1.2807154398412142	4098607.7338669063	3.948338055181737	2.074649947300877	2.047622905100571	FALSE	TRUE	serine hydroxymethyltransferase 2	Matrix	Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism
p_417	24.23984698982844	21.894821093119457	23.971496631387197	23.144558205016633	22.777446832812277	23.93060654211738	PHB	8283203.042083955	2569533.333333334	0.31021011078425403	0.4134735289481803	4369409.144027055	0.5880734096155459	0.5315921638216902	0.08451771146293652	FALSE	FALSE	prohibitin	MIM	Protein import, sorting and homeostasis > Protein homeostasis > Chaperones
p_428	21.33679909378762	20.080525661367385	21.31676084028966	17.647627060813402	17.69003208437875	16.36015551279437	ARL2	763485.3468760696	1956173.2222222222	2.5621621033412607	1.505185738932876	609550.296423112	3.209207236385901	1.787632325809566	3.678756979152716	TRUE	TRUE	ADP ribosylation factor like GTPase 2	IMS	Mitochondrial dynamics and surveillance > Fusion
p_431	21.778068972546237	21.342724148750353	21.033712232482905	20.272530692872305	20.132103472947037	20.511264609171086	LONP1	654472.1887160505	1497414.4444444447	2.28797261405727	1.3765202132349412	555043.7173431024	2.6978315358874916	1.566902564819167	1.0795355262630189	FALSE	FALSE	lon peptidase 1, mitochondrial	Matrix	Protein import, sorting and homeostasis > Protein homeostasis > Proteases
p_432	22.091951302970926	20.202565078425415	21.737081574603902	27.047149833903887	27.404191730605298	27.027141423156777	DLST	20017289.90743197	-147962497.7777778	-7.391734768393529	3.0490805783035264	10236452.576701064	-14.454470107598757	4.176619512959459	-5.815628343888573	TRUE	TRUE	dihydrolipoamide S-succinyltransferase	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Amino acid metabolism > Lysine metabolism
p_435	24.640712188991266	24.0932682592447	23.91588457462526	23.136309397134347	23.196675510174178	22.88360405976488	ETFB	4810048.340222557	11103322.222222224	2.308359799500161	1.386262565622222	2632831.7930963556	4.217254688027032	2.170461621805489	1.1444253519292786	FALSE	FALSE	electron transfer flavoprotein subunit beta	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Electron carriers > Q-linked reactions, other
p_437	24.872424437607926	24.138055591860812	24.29120693756489	23.2115549929203	23.534176009422378	22.412411257046312	HSPA9	6366265.037659226	14087655.555555556	2.212860361958063	1.3403935905971605	3410940.14181469	4.130138603974632	2.1398936477973196	1.3811815692148777	FALSE	FALSE	heat shock protein family A (Hsp70) member 9	Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis
p_445	25.714239254208174	23.556737848260063	25.507516205548892	24.042460809672093	23.93018541392046	25.221550578665834	MDH2	22756930.3159377	14234377.777777776	0.6254963907767824	0.5485504706470281	11606272.780953929	1.2264383274824118	0.842706802974329	0.5280988352529192	FALSE	FALSE	malate dehydrogenase 2	Matrix	Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Carbohydrate metabolism > TCA cycle
p_447	22.50483021921224	21.716784720211805	22.07777877237928	21.147682548765108	21.074570728842662	20.99686582587884	HADHA	1097698.9805700122	2400222.2222222225	2.1865941981433172	1.3276756143166575	776657.1132700834	3.0904528925463435	1.7380446622430146	1.026758202772239	FALSE	FALSE	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	MIM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism
p_450	20.265489527312667	18.239289295676507	19.067097310190363	16.582391937740905	17.285570793169267	17.692622311983644	ECI1	431151.2570388017	549795.6666666667	1.275180479451061	0.8676207060798055	443383.2515044781	1.2400009806439742	0.8496325561937125	2.0037636967619044	FALSE	FALSE	enoyl-CoA delta isomerase 1	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation
p_457	24.086508244356484	23.350406302489702	24.062993510529836	21.819185207858403	21.958581388370185	20.931569290671515	LRPPRC	3618892.354060532	12086322.222222224	3.3397849506799835	1.8410114683605845	2037253.8000153434	5.932654155378773	2.693963661866061	2.263524056825304	TRUE	TRUE	leucine rich pentatricopeptide repeat containing	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation
p_458	22.33359060002378	21.35597169548706	22.239211102694934	21.074244053935228	21.14770324843324	21.804581535632583	ACAA2	1411676.3583886118	1575366.6666666665	1.1159545580722925	0.7865415505735189	933645.8021793831	1.6873279599065647	1.0787954564643945	0.6340815200682428	FALSE	FALSE	acetyl-CoA acyltransferase 2	Matrix	Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Lysine metabolism
p_463	20.898393496542674	20.25971683254887	20.721396013810292	19.536906756847614	19.85857145084457	18.907773811544537	TSFM	367898.3706738105	911884.4444444445	2.478631375220055	1.466537603230112	411756.8083219825	2.214618983862377	1.3412435596911985	1.1920847745550383	FALSE	FALSE	Ts translation elongation factor, mitochondrial	Matrix	Mitochondrial central dogma > Translation > Translation factors
p_464	24.658200058063667	23.075560700856656	24.521491874261983	23.742416181187288	23.900599394071797	23.579420410522374	VDAC2	8394880.900352972	5723288.88888889	0.6817593908507086	0.5744488561224368	4425248.073161563	1.2933261128567553	0.876910642413787	0.34427221580028444	FALSE	FALSE	voltage dependent anion channel 2	MOM	Small molecule transport
p_465	17.21867989926875	16.953893293217273	16.71503248778059	17.72346541512646	15.942323587304061	16.042236490532922	ACADSB	78101.57388441171	13394.333333333343	0.1714988913431707	0.36043485914253315	266858.4099272831	0.05019265960920324	0.31768555015004857	0.3931933957677245	FALSE	FALSE	acyl-CoA dehydrogenase short/branched chain	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism
p_469	19.684952320430643	18.894206921207925	19.62456285411968	17.755461376922867	16.8797986040166	18.740223254839854	MTIF2	220377.2994411453	452882	2.055030173926549	1.2633415964696921	337996.2727056499	1.3399023497350824	0.9007841621567816	1.6094129533263093	FALSE	FALSE	mitochondrial translational initiation factor 2	Matrix	Mitochondrial central dogma > Translation > Translation factors
p_485	22.60972335188075	21.974668404296413	21.909178580324557	20.450588050251866	20.91697257385937	20.62003333501913	IDH2	1212203.585550803	3145217.7777777775	2.594628340707843	1.520074341551593	833909.4157604787	3.7716539930293447	2.0092960229492984	1.5019921257904514	TRUE	TRUE	isocitrate dehydrogenase (NADP(+)) 2	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle
p_487	18.5572480371141	17.077970070277534	17.916647301877802	16.924306067606512	17.74222389722883	17.074294802290396	ALDH9A1	116197.45292365253	96630.22222222222	0.8316036177291516	0.6455123091905208	285906.3494469035	0.33797858078058424	0.4245968415969791	0.6036802140478983	FALSE	FALSE	aldehyde dehydrogenase 9 family member A1	Matrix	Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Detoxification > ROS and glutathione metabolism
p_490	17.672390810139703	18.736902853530943	17.10500476834525	14.726819511773048	15.67968168152748	13.258595476345437	FASN	135522.34582252378	232447.8333333333	1.7151993047533312	1.092979043379632	295568.7958963392	0.7864424004178594	0.6238025041958414	3.28306725412331	FALSE	FALSE	fatty acid synthase	IMS	Metabolism > Lipid metabolism
p_492	24.70056451041087	23.41859191112289	24.958943866064956	17.685179951115998	18.577304654219557	18.764648095610816	MRPL19	9646051.09649525	23347826.666666668	2.420454384193523	1.439332487569587	5050833.171232702	4.622569361357152	2.307062846277529	6.016989195550778	TRUE	TRUE	mitochondrial ribosomal protein L19	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome
p_493	24.6665310883048	24.198155317272207	24.36176468598997	23.581471504150194	23.428167392816782	23.274592711650122	TUFM	3432228.227365166	11149600	3.248501923940898	1.8038210612487098	1943921.7366676603	5.735621856419508	2.6404574029352283	0.9807398276499626	FALSE	FALSE	Tu translation elongation factor, mitochondrial	Matrix	Mitochondrial central dogma > Translation > Translation factors
p_494	19.916900432482205	19.25062611730195	19.239760889184833	17.7159731585185	18.477106041869224	16.915774365184642	ALDH7A1	212294.08451066705	509630.6666666666	2.4005881644858524	1.4299891009390095	333954.6652404108	1.5260474540752063	0.9963289560620651	1.7661446244655394	TRUE	FALSE	aldehyde dehydrogenase 7 family member A1	Matrix	Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Metabolism > Detoxification > ROS and glutathione metabolism
p_501	21.262031933827885	20.29097841292418	20.459540682784926	18.878107805880138	18.91354101611456	18.687285685345827	ACADVL	581266.9950968222	1280638.888888889	2.2031852826523752	1.3357139880944007	518441.12053348834	2.4701722879756933	1.4625964839094623	1.8445388407321524	TRUE	TRUE	acyl-CoA dehydrogenase very long chain	MIM	Metabolism > Lipid metabolism > Fatty acid oxidation
p_507	22.821224011057858	22.337043916015897	21.72732208180793	21.033913830913825	21.439862496415316	20.49788139133966	IDH3A	1806430.286042983	3236166.666666666	1.7914705547566663	1.1316568613186628	1131022.7660065687	2.8612745595678586	1.6394970688599086	1.3046440967376256	FALSE	FALSE	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle
p_517	18.704161451234803	16.932583869289292	17.565295496041262	16.171039935331848	17.52363852369232	15.908920305189922	DAP3	149872.0307394454	140793.6111111111	0.9394255246723301	0.6982098930659137	302743.63835479994	0.4650588592917293	0.47750456153104087	1.1994806841170877	FALSE	FALSE	death associated protein 3	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome
p_519	19.228398312829952	19.527710528103125	18.99247646975318	16.844235805212467	17.518304814718032	19.358332835006372	IDH3G	280729.0313734244	304706.77777777775	1.0854124216759693	0.7711148595492037	368172.13867178943	0.8276204138559532	0.6435882443423006	1.3425706185831316	FALSE	FALSE	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle
p_521	19.487072597410997	17.420842944142535	19.24367064895198	17.15344317632399	15.96143462102623	18.923421311095893	ALDH5A1	324464.3654737416	274764.44444444444	0.84682471692467165	0.6528806559606939	390039.80572194804	0.7044523159267462	0.5850240473512595	1.3710956940198002	FALSE	FALSE	aldehyde dehydrogenase 5 family member A1	Matrix	Metabolism > Amino acid metabolism > GABA metabolism
p_528	20.25069820118091	18.204161953296442	20.171517675021512	16.48299697671264	17.190406650611436	0	MRPL12	457735.2218219111	789594.1666666667	1.7250019859163699	1.0979616127322562	456675.2338960328	1.7290058844014884	1.0999958113735737	2.705424129504248	FALSE	FALSE	mitochondrial ribosomal protein L12	Matrix	Mitochondrial central dogma > mtRNA metabolism > Transcription | Mitochondrial central dogma > Translation > Mitochondrial ribosome
p_529	22.307849968207275	20.405512337902493	22.174161218454632	21.48384775223182	21.472951738062402	22.622410476554396	SLC25A1	2521134.668931608	-329033.333333333	-0.13051001891650987	0.34560045687438484	1488374.9574508814	-0.2210688453780919	0.3788937996839452	-0.23056214742807413	FALSE	FALSE	solute carrier family 25 member 1	MIM	Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated | Metabolism > Lipid metabolism | Small molecule transport > SLC25A family
p_530	22.039460945412245	20.644974936433268	22.143107577479114	20.144429634050724	20.956030808684858	20.257846270351987	SUCLG1	1482112.1613324156	2045004.4444444447	1.3797906108576763	0.9212524108055434	968863.703651285	2.1107245908145673	1.2907013267104626	1.156412248745685	FALSE	FALSE	succinate-CoA ligase GDP/ADP-forming subunit alpha	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
p_537	20.08757808525664	16.74003984271755	18.601227925270763	16.518783761850745	18.054524830192626	19.36054206204574	AK2	516481.9130691706	194019.94444444444	0.3756568033360348	0.4399469266369623	486048.57951966254	0.3991780916964815	0.4496760945976909	0.4983317330519448	FALSE	FALSE	adenylate kinase 2	IMS	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
p_538	22.991754507339152	22.16879604790036	22.83546827746207	21.639785681811176	21.69846093165842	22.089399508735628	ALDH18A1	1736340.8045209458	3135655.5555555555	1.8058986734581055	1.1389487868484098	1095978.02524555	2.8610569585581085	1.6394017016881048	0.8561242368321231	FALSE	FALSE	aldehyde dehydrogenase 18 family member A1	Matrix	Metabolism > Amino acid metabolism > Proline metabolism
p_540	22.84166818664952	21.3319066572317	22.469775860128216	21.630617154892338	21.465331738142584	21.818236156414	HADHB	2171308.5010989215	2041644.444444445	0.9402829876137582	0.6986333538790457	1313461.873534538	1.5543994733173037	1.0108636323453661	0.5763885515201714	FALSE	FALSE	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	MIM	Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Lysine metabolism
p_544	18.251745901788887	16.30969542259539	18.52261345661824	17.148324307319925	17.02846008634408	18.614277290878	OXCT1	187748.533493089	29899.333333333343	0.15925202065258173	0.35596148158777796	321681.8897316218	0.09294689657001912	0.3323532879145551	0.09766436548683544	FALSE	FALSE	3-oxoacid CoA-transferase 1	Matrix	Metabolism > Carbohydrate metabolism > Ketone metabolism
p_553	23.40135484689183	22.250242412415208	23.525480146253958	21.278611096240397	21.54578416157071	20.24783520710024	NDUFA6	3419601.127560624	7097393.333333334	2.0755032732125303	1.2734197744503355	1937608.1867653893	3.6629662187697525	1.968107205042905	2.0349489802165515	FALSE	TRUE	NADH:ubiquinone oxidoreductase subunit A6	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
p_557	20.481780712134768	18.856629171395106	20.84460233544448	20.332861530296285	20.476302214250488	20.290258516991425	YBEY	631432.9781140672	-79903.33333333326	-0.12654285744147317	0.3441855972630216	543524.1120421109	-0.14700973068724235	0.3515246810010243	-0.3054700141879465	FALSE	FALSE	ybeY metalloendoribonuclease	Matrix	Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
p_579	25.48058054402579	23.719175265384546	24.849636761962866	22.256446650515482	23.3640738569465	22.44920566802019	HSPE1	14552086.453600239	23109466.666666664	1.588051771156795	1.0280985186604643	7503850.849785197	3.0796809703817862	1.7334970996599535	1.9932221319636767	FALSE	TRUE	heat shock protein family E (Hsp10) member 1	Matrix	Protein import, sorting and homeostasis > Protein homeostasis > Chaperones
p_640	20.587196086646237	19.353566843809638	20.630499105220153	15.842092485779647	17.683878720311505	16.54152016329168	MRPS22	470201.9303809136	1167934.1666666667	2.4838991318485566	1.4689893512365153	462908.58817553404	2.5230341292000147	1.4871430111349482	3.501256888764402	TRUE	TRUE	mitochondrial ribosomal protein S22	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome
p_642	19.350634934545013	17.878340345786416	17.044105910188698	17.475751899337197	16.1226662486288	16.60925089418007	MRPS35	249606.19736324434	230339	0.9228096194454444	0.6900167820519743	352610.72166669945	0.653238786702932	0.5612619450630604	1.3551373827913515	FALSE	FALSE	mitochondrial ribosomal protein S35	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome
p_643	24.914151561878565	23.063630040389587	25.090780662460336	24.918343591218328	24.14039800991528	25.657409709599104	MRPS5	19610434.762702793	-9002377.777777776	-0.45906059129802945	0.474936511141759	10033025.004336474	-0.8972745282591011	0.6774744559824517	-0.549196348668076	FALSE	FALSE	mitochondrial ribosomal protein S5	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome
p_644	20.33037604905869	17.846190238227294	20.674639120868928	26.03360377067239	26.638145180358823	25.874763232988943	MRPS36	19920368.065268368	-77144961.1111111	-3.8726674556588723	2.0468994495594113	10187991.655619262	-7.572146083233316	3.0886357417722166	-6.565102258621749	TRUE	TRUE	mitochondrial ribosomal protein S36	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome | Metabolism > Carbohydrate metabolism > TCA cycle
p_645	19.418041314673854	18.17886095468325	19.84601726437568	18.81911775481237	17.96019995408241	19.674300904885424	MRPS11	380761.17640268366	128495.5555555555	0.33747021366396285	0.42439174364298105	418188.2111864191	0.3072672832909558	0.41230430018603853	0.32976697331752547	FALSE	FALSE	mitochondrial ribosomal protein S11	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome
p_646	23.13946678161894	21.3421815784174	23.479676460495064	21.636455727728045	21.121509698524022	22.662129043505573	MRPS15	4505413.371650203	3805755.5555555555	0.8447072980035164	0.6518541494829315	2480514.3088101787	1.5342606741023201	1.0005406388244726	0.8470767835912518	FALSE	FALSE	mitochondrial ribosomal protein S15	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome
p_647	24.16938727073546	20.947661429698908	24.391983574018706	23.826354099959314	23.321516332596882	24.268970516769066	MRPS21	10221946.930474862	-889444.4444444459	-0.08701321289320435	0.3302913969278165	5338781.088222508	-0.16660065841743985	0.3586415177880989	-0.6359362249573941	FALSE	FALSE	mitochondrial ribosomal protein S21	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome
